Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
ɾɔːs,card,ɾɔːs,noun,Derived from Proto-Insular-Astiga: rōs /ɾɔːs/ < Derived from Proto-North-Astiga: rauauc /ɾauauc/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,Use as a gift or transaction,,
aɫβa,baby,aɫβa,noun,Derived from Proto-Insular-Astiga: alβa /aɫβa/ < Derived from Proto-North-Astiga: alpa /alpa/ < Derived from Proto-Astiga: alpa /alpa/,,,
ɛɾʊpa,song,ɛɾʊpa,noun,Derived from Proto-Insular-Astiga: erupa /ɛɾʊpa/ < Derived from Proto-North-Astiga: ėrupa /eɾupa/ < Derived from Proto-Astiga: irupa /iɾupa/,,,
nɔːda,savanna,nɔːda,noun,Derived from Proto-Insular-Astiga: nōda /nɔːda/ < Derived from Proto-North-Astiga: naude /naudɛ/ < Derived from Proto-Astiga: nōdʷe /noːdʷe/,,,
ɾɔːs,card,ɾɔːs,noun,Derived from Proto-Insular-Astiga: rōs /ɾɔːs/ < Derived from Proto-North-Astiga: rauauc /ɾauauc/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,"Use for play or games, or general information",,
tɔːaɫa,loan,tɔːaɫa,noun,Derived from Proto-Insular-Astiga: tōala /tɔːaɫa/ < Derived from Proto-North-Astiga: tauala /tauala/ < Derived from Proto-Astiga: tāvala /taːʋala/,,,
hɛːmɾɔ,payment,hɛːmɾɔ,noun,Derived from Proto-Insular-Astiga: hēmro /hɛːmɾɔ/ < Derived from Proto-North-Astiga: seimros /sɛimɾɔs/ < Derived from Proto-Astiga: sēmros /seːmɾos/,,,
eaɫɔk,day,eaɫɔk,noun,Derived from Proto-Insular-Astiga: ėalok /eaɫɔk/ < Derived from Proto-North-Astiga: ielok /iɛlɔk/ < Derived from Proto-Astiga: īlok /iːlok/,,,
ʊmɛː,night,ʊmɛː,noun,Derived from Proto-Insular-Astiga: umē /ʊmɛː/ < Derived from Proto-North-Astiga: umues /umuɛs/ < Derived from Proto-Astiga: umūs /umuːs/,,,
ɛnɛmʊ,pedal,ɛnɛmʊ,noun,Derived from Proto-Insular-Astiga: enemu /ɛnɛmʊ/ < Derived from Proto-North-Astiga: ėnʲėmu /enʲemu/ < Derived from Proto-Astiga: innimu /innimu/,,,
heɔː,city,heɔː,noun,Derived from Proto-Insular-Astiga: hėō /heɔː/ < Derived from Proto-North-Astiga: siau /siau/ < Derived from Proto-Astiga: sēvā /seːʋaː/,,,
ɔsɛ,travel,ɔsɛ,noun,Derived from Proto-Insular-Astiga: ose /ɔsɛ/ < Derived from Proto-North-Astiga: ośėn /ɔɕen/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
dɛ,I,dɛ,pronoun,Derived from Proto-Insular-Astiga: de /dɛ/ < Derived from Proto-North-Astiga: dė /de/ < Derived from Proto-Astiga: dʷi /dʷi/,,,
mnaða,you.s,mnaða,pronoun,Derived from Proto-Insular-Astiga: mnaða /mnaða/ < Derived from Proto-North-Astiga: mnate /mnatɛ/ < Derived from Proto-Astiga: mńte /mn̩te/,,,
ɔːɾɛ,it,ɔːɾɛ,pronoun,Derived from Proto-Insular-Astiga: ōre /ɔːɾɛ/ < Derived from Proto-North-Astiga: aurė /auɾe/ < Derived from Proto-Astiga: ārvi /aːɾʋi/,,,
kɔd,we,kɔd,pronoun,Derived from Proto-Insular-Astiga: kod /kɔd/ < Derived from Proto-North-Astiga: kod /kɔd/ < Derived from Proto-Astiga: kodʷ /kodʷ/,,,
haɾɔː,you.p,haɾɔː,pronoun,Derived from Proto-Insular-Astiga: harō /haɾɔː/ < Derived from Proto-North-Astiga: serau /sɛɾau/ < Derived from Proto-Astiga: serō /seɾoː/,,,
ɛns,they,ɛns,pronoun,Derived from Proto-Insular-Astiga: ens /ɛns/ < Derived from Proto-North-Astiga: ėnc /enc/ < Derived from Proto-Astiga: intʲ /intʲ/,,,
ɾɛːa,go,ɾɛːa,verb,Derived from Proto-Insular-Astiga: rēa /ɾɛːa/ < Derived from Proto-North-Astiga: reien /ɾɛiɛn/ < Derived from Proto-Astiga: rēven /ɾeːʋen/,,,
nɔːma,speak,nɔːma,verb,Derived from Proto-Insular-Astiga: nōma /nɔːma/ < Derived from Proto-North-Astiga: naumen /naumɛn/ < Derived from Proto-Astiga: nōmen /noːmen/,,,
aɣa,do,aɣa,verb,Derived from Proto-Insular-Astiga: aɣa /aɣa/ < Derived from Proto-North-Astiga: aken /akɛn/ < Derived from Proto-Astiga: aken /aken/,,,
tɔːmʊ,help,tɔːmʊ,verb,Derived from Proto-Insular-Astiga: tōmu /tɔːmʊ/ < Derived from Proto-North-Astiga: taumun /taumun/ < Derived from Proto-Astiga: tāmun /taːmun/,,,
pahta,see,pahta,verb,Derived from Proto-Insular-Astiga: pahta /pahta/ < Derived from Proto-North-Astiga: pasten /pastɛn/ < Derived from Proto-Astiga: pasten /pasten/,,,
hɛːga,like,hɛːga,verb,Derived from Proto-Insular-Astiga: hēga /hɛːga/ < Derived from Proto-North-Astiga: suegen /suɛgɛn/ < Derived from Proto-Astiga: sūgʷen /suːgʷen/,,,
ma,be,ma,verb,Derived from Proto-Insular-Astiga: ma /ma/ < Derived from Proto-North-Astiga: man /man/ < Derived from Proto-Astiga: man /man/,,,
hɛ,NEG,hɛ,particle,Derived from Proto-Insular-Astiga: he /hɛ/ < Derived from Proto-North-Astiga: sėn /sen/ < Derived from Proto-Astiga: sin /sin/,,,
tʊma,want,tʊma,verb,Derived from Proto-Insular-Astiga: tuma /tʊma/ < Derived from Proto-North-Astiga: tumen /tumɛn/ < Derived from Proto-Astiga: tumen /tumen/,,,
zɛːnada,lick,zɛːnada,verb,Derived from Proto-Insular-Astiga: zēnada /zɛːnada/ < Derived from Proto-North-Astiga: ġuenaden /ʑuɛnadɛn/ < Derived from Proto-Astiga: jūnadʷen /juːnadʷen/,,,
aga,give,aga,verb,Derived from Proto-Insular-Astiga: aga /aga/ < Derived from Proto-North-Astiga: agen /agɛn/ < Derived from Proto-Astiga: vagʷen /ʋagʷen/,,,
aðɾɔa,fill,aðɾɔa,verb,Derived from Proto-Insular-Astiga: aðroa /aðɾɔa/ < Derived from Proto-North-Astiga: atroen /atɾɔɛn/ < Derived from Proto-Astiga: atroven /atɾoʋen/,,,
sɫaɾɔːha,love,sɫaɾɔːha,verb,Derived from Proto-Insular-Astiga: slarōha /sɫaɾɔːha/ < Derived from Proto-North-Astiga: ślarausen /ɕlaɾausɛn/ < Derived from Proto-Astiga: kʲĺrāsen /kʲl̩ɾaːsen/,,,
ɾaðɛː,more,ɾaðɛː,adjective,Derived from Proto-Insular-Astiga: raðē /ɾaðɛː/ < Derived from Proto-North-Astiga: ratein /ɾatɛin/ < Derived from Proto-Astiga: ŕtēm /ɾ̩teːm/,,,
sɔβa,follow,sɔβa,verb,Derived from Proto-Insular-Astiga: soβa /sɔβa/ < Derived from Proto-North-Astiga: śopen /ɕɔpɛn/ < Derived from Proto-Astiga: kʲopen /kʲopen/,,,
aɾa,have,aɾa,verb,Derived from Proto-Insular-Astiga: ara /aɾa/ < Derived from Proto-North-Astiga: eren /ɛɾɛn/ < Derived from Proto-Astiga: veren /ʋeɾen/,,,
nʊnda,buy,nʊnda,verb,Derived from Proto-Insular-Astiga: nunda /nʊnda/ < Derived from Proto-North-Astiga: nunden /nundɛn/ < Derived from Proto-Astiga: nundʷen /nundʷen/,,,
mhaða,deceive,mhaða,verb,Derived from Proto-Insular-Astiga: mhaða /mhaða/ < Derived from Proto-North-Astiga: msatan /msatan/ < Derived from Proto-Astiga: mśtan /ms̩tan/,,,
aɾɔːɫa,kick,aɾɔːɫa,verb,Derived from Proto-Insular-Astiga: arōla /aɾɔːɫa/ < Derived from Proto-North-Astiga: araulen /aɾaulɛn/ < Derived from Proto-Astiga: arōlen /aɾoːlen/,,,
aɫsa,hate,aɫsa,verb,Derived from Proto-Insular-Astiga: alsa /aɫsa/ < Derived from Proto-North-Astiga: elśen /ɛlɕɛn/ < Derived from Proto-Astiga: elkʲen /elkʲen/,,,
gɾagana,listen,gɾagana,verb,Derived from Proto-Insular-Astiga: gragana /gɾagana/ < Derived from Proto-North-Astiga: graganen /gɾaganɛn/ < Derived from Proto-Astiga: gʷŕgʷanen /gʷɾ̩gʷanen/,,,
hɛːmɾa,pay,hɛːmɾa,verb,Derived from Proto-Insular-Astiga: hēmra /hɛːmɾa/ < Derived from Proto-North-Astiga: seimran /sɛimɾan/ < Derived from Proto-Astiga: sēmran /seːmɾan/,,,
tɔːha,choose,tɔːha,verb,Derived from Proto-Insular-Astiga: tōha /tɔːha/ < Derived from Proto-North-Astiga: tausen /tausɛn/ < Derived from Proto-Astiga: taisen /taisen/,,,
ʊzɔːɫɾaː,ride,ʊzɔːɫɾaː,verb,Derived from Proto-Insular-Astiga: uzōlrā /ʊzɔːɫɾaː/ < Derived from Proto-North-Astiga: uġaulraen /uʑaulɾaɛn/ < Derived from Proto-Astiga: ujālŕen /ujaːlɾ̩en/,,,
ɔsɛ,travel,ɔsɛ,verb,Derived from Proto-Insular-Astiga: ose /ɔsɛ/ < Derived from Proto-North-Astiga: ośėn /ɔɕen/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
aɫɔːma,know,aɫɔːma,verb,Derived from Proto-Insular-Astiga: alōma /aɫɔːma/ < Derived from Proto-North-Astiga: elaumen /ɛlaumɛn/ < Derived from Proto-Astiga: elōmen /eloːmen/,,,
mɔːɾha,world,mɔːɾha,noun,Derived from Proto-Insular-Astiga: mōrha /mɔːɾha/ < Derived from Proto-North-Astiga: maursa /mauɾsa/ < Derived from Proto-Astiga: mārś /maːɾs̩/,,,
khaɾʊgɛ,river,khaɾʊgɛ,noun,Derived from Proto-Insular-Astiga: kharuge /khaɾʊgɛ/ < Derived from Proto-North-Astiga: ksarugė /ksaɾuge/ < Derived from Proto-Astiga: kśrugʷi /ks̩ɾugʷi/,,,
tʊɾ,beside,tʊɾ,adjective,Derived from Proto-Insular-Astiga: tur /tʊɾ/ < Derived from Proto-North-Astiga: tur /tuɾ/ < Derived from Proto-Astiga: tur /tuɾ/,,,
nɔːd,village,nɔːd,noun,Derived from Proto-Insular-Astiga: nōd /nɔːd/ < Derived from Proto-North-Astiga: naud /naud/ < Derived from Proto-Astiga: nād /naːd/,,,
mɫakʷ,new,mɫakʷ,adjective,Derived from Proto-Insular-Astiga: mlakʷ /mɫakʷ/ < Derived from Proto-North-Astiga: mlakʷ /mlakʷ/ < Derived from Proto-Astiga: mĺku /ml̩ku/,,,
pada,island,pada,noun,Derived from Proto-Insular-Astiga: pada /pada/ < Derived from Proto-North-Astiga: pada /pada/ < Derived from Proto-Astiga: padʷa /padʷa/,,,
zanɔːhɛ,horizon,zanɔːhɛ,noun,Derived from Proto-Insular-Astiga: zanōhe /zanɔːhɛ/ < Derived from Proto-North-Astiga: ġanausės /ʑanauses/ < Derived from Proto-Astiga: janāsis /janaːsis/,,,
naːhaɾ,toilet,naːhaɾ,noun,Derived from Proto-Insular-Astiga: nāhar /naːhaɾ/ < Derived from Proto-North-Astiga: naaser /naːsɛɾ/ < Derived from Proto-Astiga: ńvaser /n̩ʋaseɾ/,,,
ɛːmɛ,break,ɛːmɛ,noun,Derived from Proto-Insular-Astiga: ēme /ɛːmɛ/ < Derived from Proto-North-Astiga: eimės /ɛimes/ < Derived from Proto-Astiga: ēmis /eːmis/,"a pause, a break",,
taɣɾa,bottle,taɣɾa,noun,Derived from Proto-Insular-Astiga: taɣra /taɣɾa/ < Derived from Proto-North-Astiga: takre /takɾɛ/ < Derived from Proto-Astiga: takre /takɾe/,,,
tɛgʷ,ant,tɛgʷ,noun,Derived from Proto-Insular-Astiga: tegʷ /tɛgʷ/ < Derived from Proto-North-Astiga: tėgʷ /tegʷ/ < Derived from Proto-Astiga: tigʷu /tigʷu/,,,
ɔːknɔː,brick,ɔːknɔː,noun,Derived from Proto-Insular-Astiga: ōknō /ɔːknɔː/ < Derived from Proto-North-Astiga: auknau /auknau/ < Derived from Proto-Astiga: āknā /aːknaː/,,,
ɔɣɔsɾa,basket,ɔɣɔsɾa,noun,Derived from Proto-Insular-Astiga: oɣosra /ɔɣɔsɾa/ < Derived from Proto-North-Astiga: okocra /ɔkɔcɾa/ < Derived from Proto-Astiga: vokotʲŕ /ʋokotʲɾ̩/,,,
eɔː,eat,eɔː,verb,Derived from Proto-Insular-Astiga: ėō /eɔː/ < Derived from Proto-North-Astiga: iaun /iaun/ < Derived from Proto-Astiga: ēvān /eːʋaːn/,,,
kɾadʊ,place,kɾadʊ,noun,Derived from Proto-Insular-Astiga: kradu /kɾadʊ/ < Derived from Proto-North-Astiga: kradu /kɾadu/ < Derived from Proto-Astiga: kŕdʷu /kɾ̩dʷu/,,,
ɛːɣɾadʊ,restaurant,ɛːɣɾadʊ,noun,Derived from Proto-Insular-Astiga: ēɣradu /ɛːɣɾadʊ/ < Derived from Proto-North-Astiga: eikradu /ɛikɾadu/ < Derived from Proto-Astiga: ēkŕdʷu /eːkɾ̩dʷu/,,,
nahʊ,front,nahʊ,noun,Derived from Proto-Insular-Astiga: nahu /nahʊ/ < Derived from Proto-North-Astiga: nasu /nasu/ < Derived from Proto-Astiga: vńsu /ʋn̩su/,,,
heɔː,city,heɔː,noun,Derived from Proto-Insular-Astiga: hėō /heɔː/ < Derived from Proto-North-Astiga: siau /siau/ < Derived from Proto-Astiga: sēvā /seːʋaː/,,,
mɛːna,two,mɛːna,num,Derived from Proto-Insular-Astiga: mēna /mɛːna/ < Derived from Proto-North-Astiga: muena /muɛna/ < Derived from Proto-Astiga: mūna /muːna/,,,
and,town,and,noun,Derived from Proto-Insular-Astiga: and /and/ < Derived from Proto-North-Astiga: end /ɛnd/ < Derived from Proto-Astiga: endʷ /endʷ/,Settlement generator component,settlement-suggested,
ɔːmɔ,settlement,ɔːmɔ,noun,Derived from Proto-Insular-Astiga: ōmo /ɔːmɔ/ < Derived from Proto-North-Astiga: aumo /aumɔ/ < Derived from Proto-Astiga: aumo /aumo/,Settlement generator component,settlement-suggested,
ɛːmnɛ,fort,ɛːmnɛ,noun,Derived from Proto-Insular-Astiga: ēmne /ɛːmnɛ/ < Derived from Proto-North-Astiga: uemnė /uɛmne/ < Derived from Proto-Astiga: ūmni /uːmni/,Settlement generator component,settlement-suggested,
mɛːðɾɛ,castle,mɛːðɾɛ,noun,Derived from Proto-Insular-Astiga: mēðre /mɛːðɾɛ/ < Derived from Proto-North-Astiga: muetrės /muɛtɾes/ < Derived from Proto-Astiga: mūtris /muːtɾis/,Settlement generator component,settlement-suggested,
ahɛː,port,ahɛː,noun,Derived from Proto-Insular-Astiga: ahē /ahɛː/ < Derived from Proto-North-Astiga: asue /asuɛ/ < Derived from Proto-Astiga: avsū /aʋsuː/,Settlement generator component,settlement-suggested,
paː,haven,paː,noun,Derived from Proto-Insular-Astiga: pā /paː/ < Derived from Proto-North-Astiga: pee /pɛː/ < Derived from Proto-Astiga: peve /peʋe/,Settlement generator component,settlement-suggested,
manɔː,house,manɔː,noun,Derived from Proto-Insular-Astiga: manō /manɔː/ < Derived from Proto-North-Astiga: menʲau /mɛnʲau/ < Derived from Proto-Astiga: mennoi /mennoi/,Settlement generator component,settlement-suggested,
amɔːs,home,amɔːs,noun,Derived from Proto-Insular-Astiga: amōs /amɔːs/ < Derived from Proto-North-Astiga: amauc /amauc/ < Derived from Proto-Astiga: amātʲ /amaːtʲ/,Settlement generator component,settlement-suggested,
dɛːɾna,valley,dɛːɾna,noun,Derived from Proto-Insular-Astiga: dērna /dɛːɾna/ < Derived from Proto-North-Astiga: deirna /dɛiɾna/ < Derived from Proto-Astiga: dʷērń /dʷeːɾn̩/,Settlement generator component,settlement-suggested,
aɫg,hill,aɫg,noun,Derived from Proto-Insular-Astiga: alg /aɫg/ < Derived from Proto-North-Astiga: elg /ɛlg/ < Derived from Proto-Astiga: elgʷ /elgʷ/,Settlement generator component,settlement-suggested,
ɫaɾ,field,ɫaɾ,noun,Derived from Proto-Insular-Astiga: lar /ɫaɾ/ < Derived from Proto-North-Astiga: ler /lɛɾ/ < Derived from Proto-Astiga: ler /leɾ/,Settlement generator component,settlement-suggested,
sɔla,old,sɔla,adjective,Derived from Proto-Insular-Astiga: soļa /sɔla/ < Derived from Proto-North-Astiga: śolʲa /ɕɔlʲa/ < Derived from Proto-Astiga: kʲolla /kʲolla/,Settlement generator component,settlement-suggested,
ʊsaɾ,big,ʊsaɾ,adjective,Derived from Proto-Insular-Astiga: usar /ʊsaɾ/ < Derived from Proto-North-Astiga: uśer /uɕɛɾ/ < Derived from Proto-Astiga: ukʲer /ukʲeɾ/,Settlement generator component,settlement-suggested,
ɛː,great,ɛː,adjective,Derived from Proto-Insular-Astiga: ē /ɛː/ < Derived from Proto-North-Astiga: ein /ɛin/ < Derived from Proto-Astiga: ēn /eːn/,Settlement generator component,settlement-suggested,
mɔgɔ,small,mɔgɔ,adjective,Derived from Proto-Insular-Astiga: mogo /mɔgɔ/ < Derived from Proto-North-Astiga: mogo /mɔgɔ/ < Derived from Proto-Astiga: mogʷo /mogʷo/,Settlement generator component,settlement-suggested,
