Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
nuauruač,hand,nuauɾuat͡ʃ,noun,Derived from Middle Esti: nōmnōč /nɔːmɾ̃ɔːt͡ʃ/ < Derived from Old Esti: nāmnāć /nɒːmnɒːt͡ɕ/ < Derived from Classical Esti: nāmnāc /naːmnaːc/ < Derived from Proto-Astiga: nāvnākʲ /naːʋnaːkʲ/,,,
otni,foot,ɒtni,noun,Derived from Middle Esti: odni /od̚nɪ/ < Derived from Old Esti: odni /ɔd̚nɪ/ < Derived from Classical Esti: ənnə /ənnə/ < Derived from Proto-Astiga: inni /inni/,,,
krole,leg,kɾɒlæ,noun,Derived from Middle Esti: knoleh /kɾ̃olɛh/ < Derived from Old Esti: knoles /knɔlɛs/ < Derived from Classical Esti: knəlas /knəlæs/ < Derived from Proto-Astiga: kńlas /kn̩las/,,,
čiti,arm,t͡ʃiti,noun,Derived from Middle Esti: čiti /t͡ʃɪtɪ/ < Derived from Old Esti: ćiti /t͡ɕɪtɪ/ < Derived from Classical Esti: citi /cɪtɪ/ < Derived from Proto-Astiga: kʲete /kʲete/,,,
hotee,eye,hɒtæː,noun,Derived from Middle Esti: fotãi /ɸotʌi/ < Derived from Old Esti: photii /pʰɔtɪi/ < Derived from Classical Esti: psətī /psətiː/ < Derived from Proto-Astiga: pśtī /ps̩tiː/,,,
mroče,ear,mɾɒt͡ʃæ,noun,Derived from Middle Esti: mroče /mɾot͡ʃɛ/ < Derived from Old Esti: mroće /mɾɔt͡ɕɛ/ < Derived from Classical Esti: mrəca /mɾəcæ/ < Derived from Proto-Astiga: mŕkʲa /mɾ̩kʲa/,,,
čou,mouth,t͡ʃɒu,noun,Derived from Middle Esti: čom /t͡ʃom/ < Derived from Old Esti: ćong /t͡ɕɔŋ/ < Derived from Classical Esti: cong /cɔng/ < Derived from Proto-Astiga: kʲundʷ /kʲundʷ/,,,
taĝirie,nose,taɣiɾiæ,noun,Derived from Middle Esti: tauirī /tawɪɾiː/ < Derived from Old Esti: tawirī /tawɪɾiː/ < Derived from Classical Esti: tâvirē /tɑwɪɾeː/ < Derived from Proto-Astiga: toverē /toʋeɾeː/,,,
sočaro,cheek,sɒt͡ʃaɾɒ,noun,Derived from Middle Esti: sočaro /sot͡ʃaɾo/ < Derived from Old Esti: soćaro /sɔt͡ɕaɾɔ/ < Derived from Classical Esti: səcâro /səcɑɾɔ/ < Derived from Proto-Astiga: śkʲoru /s̩kʲoɾu/,,,
nonier,forehead,nɒniæɾ,noun,Derived from Middle Esti: nonīr /noniːɾ/ < Derived from Old Esti: nonīr /nɔniːɾ/ < Derived from Classical Esti: nonēr /nɔneːɾ/ < Derived from Proto-Astiga: nunēr /nuneːɾ/,,,
naviski,elbow,naβiski,noun,Derived from Middle Esti: nabiski /nabɪskɪ/ < Derived from Old Esti: nabigsi /nabɪgsɪ/ < Derived from Classical Esti: nâbigsə /nɑbɪgsə/ < Derived from Proto-Astiga: nogʷedʷś /nogʷedʷs̩/,,,
pikone,chin,pikɒnæ,noun,Derived from Middle Esti: pikone /pɪkonɛ/ < Derived from Old Esti: pikone /pɪkɔnɛ/ < Derived from Classical Esti: pikəna /pɪkənæ/ < Derived from Proto-Astiga: pekina /pekina/,,,
aĝaau,lip,aɣaːu,noun,Derived from Middle Esti: axãum /axʌum/ < Derived from Old Esti: akhəum /akʰəum/ < Derived from Classical Esti: âksūm /ɑksuːm/ < Derived from Proto-Astiga: oksūm /oksuːm/,,,
puase,penis,puasæ,noun,Derived from Middle Esti: pōseh /pɔːsɛh/ < Derived from Old Esti: pāset /pɒːsɛt/ < Derived from Classical Esti: pāsat /paːsæt/ < Derived from Proto-Astiga: pāsat /paːsat/,,,
ilomaa,vagina,ilɒmaː,noun,Derived from Middle Esti: ilomãu /ɪlomʌu/ < Derived from Old Esti: iloməu /ɪlɔməu/ < Derived from Classical Esti: ilomū /ɪlɔmuː/ < Derived from Proto-Astiga: elumū /elumuː/,,,
ope,butt,ɒpæ,noun,Derived from Middle Esti: opeh /opɛh/ < Derived from Old Esti: opes /ɔpɛs/ < Derived from Classical Esti: əpas /əpæs/ < Derived from Proto-Astiga: ipas /ipas/,,,
ietemiĝri,game,iætæmiɣɾi,noun,Derived from Middle Esti: ītemiuri /iːtɛmɪwɾɪ/ < Derived from Old Esti: ītemiwri /iːtɛmɪwɾɪ/ < Derived from Classical Esti: ētamivrə /eːtæmɪwɾə/ < Derived from Proto-Astiga: ētamevŕ /eːtameʋɾ̩/,,,
mroga,wind,mɾɒga,noun,Derived from Middle Esti: mnoga /mɾ̃oga/ < Derived from Old Esti: mnoga /mnɔga/ < Derived from Classical Esti: mnəgâ /mnəgɑ/ < Derived from Proto-Astiga: vńdʷo /ʋn̩dʷo/,,,
hokier,sight,hɒkiæɾ,noun,Derived from Middle Esti: fokīr /ɸokiːɾ/ < Derived from Old Esti: phokīr /pʰɔkiːɾ/ < Derived from Classical Esti: psəkēr /psəkeːɾ/ < Derived from Proto-Astiga: pśkēr /ps̩keːɾ/,,,
netoo,water,nætɒː,noun,Derived from Middle Esti: netouh /nɛtouh/ < Derived from Old Esti: netōs /nɛtoːs/ < Derived from Classical Esti: natōs /nætoːs/ < Derived from Proto-Astiga: natōs /natoːs/,,,
kroĝa,fire,kɾɒɣa,noun,Derived from Middle Esti: krouah /kɾowah/ < Derived from Old Esti: krowas /kɾɔwas/ < Derived from Classical Esti: krəvâs /kɾəwɑs/ < Derived from Proto-Astiga: kŕvos /kɾ̩ʋos/,,,
mičrea,earth,mit͡ʃɾæa,noun,Derived from Middle Esti: mičrē /mɪt͡ʃɾeː/ < Derived from Old Esti: mićreō /mɪt͡ɕɾeoː/ < Derived from Classical Esti: micrjō /mɪcɾjoː/ < Derived from Proto-Astiga: mekʲrau /mekʲɾau/,,,
etruaĝeeski,school,ætɾuaɣæːski,noun,Derived from Middle Esti: etrōuãiski /ɛtɾɔːwʌiskɪ/ < Derived from Old Esti: etrāwiigsi /ɛtɾɒːwɪigsɪ/ < Derived from Classical Esti: atrāvīgsə /ætɾaːwiːgsə/ < Derived from Proto-Astiga: atrāvīdʷś /atɾaːʋiːdʷs̩/,,,
eaĝienaa,student,æaɣiænaː,noun,Derived from Middle Esti: ēuīnãuh /eːɰiːnʌuh/ < Derived from Old Esti: eōwīnəus /eoːwiːnəus/ < Derived from Classical Esti: jōvēnūs /joːweːnuːs/ < Derived from Proto-Astiga: auveinūs /auʋeinuːs/,,,
čuahi,language,t͡ʃuahi,noun,Derived from Middle Esti: čōθi /t͡ʃɔːθɪ/ < Derived from Old Esti: ćāthi /t͡ɕɒːtʰɪ/ < Derived from Classical Esti: cāttə /caːtːə/ < Derived from Proto-Astiga: tʲārri /tʲaːri/,,,
siendro,tongue,siændɾɒ,noun,Derived from Middle Esti: sīnro /siːnɾo/ < Derived from Old Esti: sīnro /siːnɾɔ/ < Derived from Classical Esti: sēnro /seːnɾɔ/ < Derived from Proto-Astiga: seinru /seinɾu/,,,
akeatri,plains,akæatɾi,noun,Derived from Middle Esti: akētri /akeːtɾɪ/ < Derived from Old Esti: akeōtri /akeoːtɾɪ/ < Derived from Classical Esti: âkjōtrə /ɑkjoːtɾə/ < Derived from Proto-Astiga: okautŕ /okautɾ̩/,,,
čoomsee,mountain,t͡ʃɒːmsæː,noun,Derived from Middle Esti: čoumsãi /t͡ʃoumsʌi/ < Derived from Old Esti: ćōmsii /t͡ɕoːmsɪi/ < Derived from Classical Esti: cōmsī /coːmsiː/ < Derived from Proto-Astiga: kʲōmsī /kʲoːmsiː/,,,
erjieu,hair,æɾjiæu,noun,Derived from Middle Esti: erjīm /ɛɾjiːm/ < Derived from Old Esti: erjīm /ɛɾjiːm/ < Derived from Classical Esti: arjēm /æɾjeːm/ < Derived from Proto-Astiga: arjēm /aɾjeːm/,,,
uara,friend,uaɾa,noun,Derived from Middle Esti: ōrah /ɔːɾah/ < Derived from Old Esti: āras /ɒːɾas/ < Derived from Classical Esti: ārâs /aːɾɑs/ < Derived from Proto-Astiga: iuros /iuɾos/,,,
laji,way,laji,noun,Derived from Middle Esti: laji /lajɪ/ < Derived from Old Esti: laji /lajɪ/ < Derived from Classical Esti: lâji /lɑjɪ/ < Derived from Proto-Astiga: loje /loje/,,,
okuabri,semen,ɒkuabɾi,noun,Derived from Middle Esti: okōbri /okɔːbɾɪ/ < Derived from Old Esti: okābri /ɔkɒːbɾɪ/ < Derived from Classical Esti: okābrə /ɔkaːbɾə/ < Derived from Proto-Astiga: ukāgʷŕ /ukaːgʷɾ̩/,,,
itaačjoruaĝeu,pedophile,itaːt͡ʃjɒɾuaɣæu,noun,Derived from Middle Esti: itãučlorōgem /ɪtʌut͡ʃloɾɔːgɛm/ < Derived from Old Esti: itəućlorāgem /ɪtəut͡ɕlɔɾɒːgɛm/ < Derived from Classical Esti: itūclərāgam /ɪtuːcləɾaːgæm/ < Derived from Proto-Astiga: etūkʲĺrādʷam /etuːkʲl̩ɾaːdʷam/,,,
čaĝeu,follower,t͡ʃaɣæu,noun,Derived from Middle Esti: čagem /t͡ʃagɛm/ < Derived from Old Esti: ćagem /t͡ɕagɛm/ < Derived from Classical Esti: câgam /cɑgæm/ < Derived from Proto-Astiga: kʲodʷam /kʲodʷam/,,,
bočon,thing,bɒt͡ʃɒn,noun,Derived from Middle Esti: vočon /βot͡ʃon/ < Derived from Old Esti: bhoćon /bʰɔt͡ɕɔn/ < Derived from Classical Esti: bsəcon /bsəcɔn/ < Derived from Proto-Astiga: gʷśkʲun /gʷs̩kʲun/,,,
reaĝooč,card,ɾæaɣɒːt͡ʃ,noun,Derived from Middle Esti: rēuouč /ɾeːɰout͡ʃ/ < Derived from Old Esti: reōwōć /ɾeoːwoːt͡ɕ/ < Derived from Classical Esti: rjōvōc /ɾjoːwoːc/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,Use as a gift or transaction,,
elpe,baby,ælpæ,noun,Derived from Middle Esti: elpe /ɛlpɛ/ < Derived from Old Esti: elpe /ɛlpɛ/ < Derived from Classical Esti: alpa /ælpæ/ < Derived from Proto-Astiga: alpa /alpa/,,,
orope,song,ɒɾɒpæ,noun,Derived from Middle Esti: orope /oɾopɛ/ < Derived from Old Esti: orope /ɔɾɔpɛ/ < Derived from Classical Esti: əropa /əɾɔpæ/ < Derived from Proto-Astiga: irupa /iɾupa/,,,
noogi,savanna,nɒːgi,noun,Derived from Middle Esti: nougi /nougɪ/ < Derived from Old Esti: nōgi /noːgɪ/ < Derived from Classical Esti: nōgi /noːgɪ/ < Derived from Proto-Astiga: nōdʷe /noːdʷe/,,,
reaĝooč,card,ɾæaɣɒːt͡ʃ,noun,Derived from Middle Esti: rēuouč /ɾeːɰout͡ʃ/ < Derived from Old Esti: reōwōć /ɾeoːwoːt͡ɕ/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,"Use for play or games, or general information",,
tuaĝele,loan,tuaɣælæ,noun,Derived from Middle Esti: tōuele /tɔːwɛlɛ/ < Derived from Old Esti: tāwele /tɒːwɛlɛ/ < Derived from Classical Esti: tāvala /taːwælæ/ < Derived from Proto-Astiga: tāvala /taːʋala/,,,
sieura,payment,siæuɾa,noun,Derived from Middle Esti: sīmrah /siːmɾah/ < Derived from Old Esti: sīmras /siːmɾas/ < Derived from Classical Esti: sēmrâs /seːmɾɑs/ < Derived from Proto-Astiga: sēmros /seːmɾos/,,,
eela,day,æːla,noun,Derived from Middle Esti: ãilah /ʌilah/ < Derived from Old Esti: iilak /ɪilak/ < Derived from Classical Esti: īlâk /iːlɑk/ < Derived from Proto-Astiga: īlok /iːlok/,,,
omaa,night,ɒmaː,noun,Derived from Middle Esti: omãuh /omʌuh/ < Derived from Old Esti: oməus /ɔməus/ < Derived from Classical Esti: omūs /ɔmuːs/ < Derived from Proto-Astiga: umūs /umuːs/,,,
otnomo,pedal,ɒtnɒmɒ,noun,Derived from Middle Esti: odnomo /od̚nomo/ < Derived from Old Esti: odnomo /ɔd̚nɔmɔ/ < Derived from Classical Esti: ənnəmo /ənnəmɔ/ < Derived from Proto-Astiga: innimu /innimu/,,,
beendro,city,bæːndɾɒ,noun,Derived from Middle Esti: vãinroh /βʌinɾoh/ < Derived from Old Esti: wiinros /wɪinɾɔs/ < Derived from Classical Esti: vīnrəs /wiːnɾəs/ < Derived from Proto-Astiga: vīnŕs /ʋiːnɾ̩s/,,,
ačon,travel,at͡ʃɒn,noun,Derived from Middle Esti: ačon /at͡ʃon/ < Derived from Old Esti: aćon /at͡ɕɔn/ < Derived from Classical Esti: âcən /ɑcən/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
gi,I,gi,pronoun,Derived from Middle Esti: gi /gɪ/ < Derived from Old Esti: gi /gɪ/ < Derived from Classical Esti: gə /gə/ < Derived from Proto-Astiga: dʷi /dʷi/,,,
mroti,you.s,mɾɒti,pronoun,Derived from Middle Esti: mnoti /mɾ̃otɪ/ < Derived from Old Esti: mnoti /mnɔtɪ/ < Derived from Classical Esti: mnəti /mnətɪ/ < Derived from Proto-Astiga: mńte /mn̩te/,,,
uarĝi,it,uaɾɣi,pronoun,Derived from Middle Esti: ōrui /ɔːɾwɪ/ < Derived from Old Esti: ārwi /ɒːɾwɪ/ < Derived from Classical Esti: ārvə /aːɾwə/ < Derived from Proto-Astiga: ārvi /aːɾʋi/,,,
kag,we,kag,pronoun,Derived from Middle Esti: kag /kag/ < Derived from Old Esti: kag /kag/ < Derived from Classical Esti: kâg /kɑg/ < Derived from Proto-Astiga: kodʷ /kodʷ/,,,
siroo,you.p,siɾɒː,pronoun,Derived from Middle Esti: sirou /sɪɾou/ < Derived from Old Esti: sirō /sɪɾoː/ < Derived from Classical Esti: sirō /sɪɾoː/ < Derived from Proto-Astiga: serō /seɾoː/,,,
onč,they,ɒnt͡ʃ,pronoun,Derived from Middle Esti: onč /ont͡ʃ/ < Derived from Old Esti: onć /ɔnt͡ɕ/ < Derived from Classical Esti: ənc /ənc/ < Derived from Proto-Astiga: intʲ /intʲ/,,,
rieĝin,go,ɾiæɣin,verb,Derived from Middle Esti: rīuin /ɾiːɰɪn/ < Derived from Old Esti: rīwin /ɾiːwɪn/ < Derived from Classical Esti: rēvin /ɾeːwɪn/ < Derived from Proto-Astiga: rēven /ɾeːʋen/,,,
noomin,speak,nɒːmin,verb,Derived from Middle Esti: noumin /noumɪn/ < Derived from Old Esti: nōmin /noːmɪn/ < Derived from Classical Esti: nōmin /noːmɪn/ < Derived from Proto-Astiga: nōmen /noːmen/,,,
ekin,do,ækin,verb,Derived from Middle Esti: ekin /ɛkɪn/ < Derived from Old Esti: ekin /ɛkɪn/ < Derived from Classical Esti: akin /ækɪn/ < Derived from Proto-Astiga: aken /aken/,,,
tuamon,help,tuamɒn,verb,Derived from Middle Esti: tōmon /tɔːmon/ < Derived from Old Esti: tāmon /tɒːmɔn/ < Derived from Classical Esti: tāmon /taːmɔn/ < Derived from Proto-Astiga: tāmun /taːmun/,,,
pestin,see,pæstin,verb,Derived from Middle Esti: pestin /pɛstɪn/ < Derived from Old Esti: pestin /pɛstɪn/ < Derived from Classical Esti: pastin /pæstɪn/ < Derived from Proto-Astiga: pasten /pasten/,,,
saavin,like,saːβin,verb,Derived from Middle Esti: sãubin /sʌubɪn/ < Derived from Old Esti: səubin /səubɪn/ < Derived from Classical Esti: sūbin /suːbɪn/ < Derived from Proto-Astiga: sūgʷen /suːgʷen/,,,
men,be,mæn,verb,Derived from Middle Esti: men /mɛn/ < Derived from Old Esti: men /mɛn/ < Derived from Classical Esti: man /mæn/ < Derived from Proto-Astiga: man /man/,,,
son,NEG,sɒn,particle,Derived from Middle Esti: son /son/ < Derived from Old Esti: son /sɔn/ < Derived from Classical Esti: sən /sən/ < Derived from Proto-Astiga: sin /sin/,,,
tomin,want,tɒmin,verb,Derived from Middle Esti: tomin /tomɪn/ < Derived from Old Esti: tomin /tɔmɪn/ < Derived from Classical Esti: tomin /tɔmɪn/ < Derived from Proto-Astiga: tumen /tumen/,,,
jaaneĝin,lick,jaːnæɣin,verb,Derived from Middle Esti: jãunegin /jʌunɛgɪn/ < Derived from Old Esti: jəunegin /jəunɛgɪn/ < Derived from Classical Esti: jūnagin /juːnægɪn/ < Derived from Proto-Astiga: jūnadʷen /juːnadʷen/,,,
bevin,give,bæβin,verb,Derived from Middle Esti: vebin /βɛbɪn/ < Derived from Old Esti: webin /wɛbɪn/ < Derived from Classical Esti: vabin /wæbɪn/ < Derived from Proto-Astiga: vagʷen /ʋagʷen/,,,
etraĝin,fill,ætɾaɣin,verb,Derived from Middle Esti: etrauin /ɛtɾawɪn/ < Derived from Old Esti: etrawin /ɛtɾawɪn/ < Derived from Classical Esti: atrâvin /ætɾɑwɪn/ < Derived from Proto-Astiga: atroven /atɾoʋen/,,,
čjoruasin,love,t͡ʃjɒɾuasin,verb,Derived from Middle Esti: člorōsin /t͡ʃloɾɔːsɪn/ < Derived from Old Esti: ćlorāsin /t͡ɕlɔɾɒːsɪn/ < Derived from Classical Esti: clərāsin /cləɾaːsɪn/ < Derived from Proto-Astiga: kʲĺrāsen /kʲl̩ɾaːsen/,,,
rotieu,more,ɾɒtiæu,adjective,Derived from Middle Esti: rotīm /ɾotiːm/ < Derived from Old Esti: rotīm /ɾɔtiːm/ < Derived from Classical Esti: rətēm /ɾəteːm/ < Derived from Proto-Astiga: ŕtēm /ɾ̩teːm/,,,
čapin,follow,t͡ʃapin,verb,Derived from Middle Esti: čapin /t͡ʃapɪn/ < Derived from Old Esti: ćapin /t͡ɕapɪn/ < Derived from Classical Esti: câpin /cɑpɪn/ < Derived from Proto-Astiga: kʲopen /kʲopen/,,,
birin,have,biɾin,verb,Derived from Middle Esti: virin /βɪɾɪn/ < Derived from Old Esti: wirin /wɪɾɪn/ < Derived from Classical Esti: virin /wɪɾɪn/ < Derived from Proto-Astiga: veren /ʋeɾen/,,,
nomin,buy,nɒmin,verb,Derived from Middle Esti: nomin /nomɪn/ < Derived from Old Esti: nongin /nɔŋɪn/ < Derived from Classical Esti: nongin /nɔngɪn/ < Derived from Proto-Astiga: nundʷen /nundʷen/,,,
soten,deceive,sɒtæn,verb,Derived from Middle Esti: msoten /msotɛn/ < Derived from Old Esti: msoten /msɔtɛn/ < Derived from Classical Esti: msətan /msətæn/ < Derived from Proto-Astiga: mśtan /ms̩tan/,,,
eroolin,kick,æɾɒːlin,verb,Derived from Middle Esti: eroulin /ɛɾoulɪn/ < Derived from Old Esti: erōlin /ɛɾoːlɪn/ < Derived from Classical Esti: arōlin /æɾoːlɪn/ < Derived from Proto-Astiga: arōlen /aɾoːlen/,,,
ilčin,hate,ilt͡ʃin,verb,Derived from Middle Esti: ilčin /ɪlt͡ʃɪn/ < Derived from Old Esti: ilćin /ɪlt͡ɕɪn/ < Derived from Classical Esti: ilcin /ɪlcɪn/ < Derived from Proto-Astiga: elkʲen /elkʲen/,,,
brobenin,listen,bɾɒbænin,verb,Derived from Middle Esti: brobenin /bɾobɛnɪn/ < Derived from Old Esti: brobenin /bɾɔbɛnɪn/ < Derived from Classical Esti: brəbanin /bɾəbænɪn/ < Derived from Proto-Astiga: gʷŕgʷanen /gʷɾ̩gʷanen/,,,
sieuren,pay,siæuɾæn,verb,Derived from Middle Esti: sīmren /siːmɾɛn/ < Derived from Old Esti: sīmren /siːmɾɛn/ < Derived from Classical Esti: sēmran /seːmɾæn/ < Derived from Proto-Astiga: sēmran /seːmɾan/,,,
tuasin,choose,tuasin,verb,Derived from Middle Esti: tōsin /tɔːsɪn/ < Derived from Old Esti: tāsin /tɒːsɪn/ < Derived from Classical Esti: tāsin /taːsɪn/ < Derived from Proto-Astiga: taisen /taisen/,,,
ojualroin,ride,ɒjualɾɒin,verb,Derived from Middle Esti: ojōlroin /ojɔːlɾoɪn/ < Derived from Old Esti: ojālroin /ɔjɒːlɾɔɪn/ < Derived from Classical Esti: ojālrəin /ɔjaːlɾəɪn/ < Derived from Proto-Astiga: ujālŕen /ujaːlɾ̩en/,,,
iloomin,know,ilɒːmin,verb,Derived from Middle Esti: iloumin /ɪloumɪn/ < Derived from Old Esti: ilōmin /ɪloːmɪn/ < Derived from Classical Esti: ilōmin /ɪloːmɪn/ < Derived from Proto-Astiga: elōmen /eloːmen/,,,
muarsi,world,muaɾsi,noun,Derived from Middle Esti: mōrsi /mɔːɾsɪ/ < Derived from Old Esti: mārsi /mɒːɾsɪ/ < Derived from Classical Esti: mārsə /maːɾsə/ < Derived from Proto-Astiga: mārś /maːɾs̩/,,,
ĝorobi,river,ɣɒɾɒbi,noun,Derived from Middle Esti: xorobi /xoɾobɪ/ < Derived from Old Esti: khorobi /kʰɔɾɔbɪ/ < Derived from Classical Esti: ksərobə /ksəɾɔbə/ < Derived from Proto-Astiga: kśrugʷi /ks̩ɾugʷi/,,,
tor,beside,tɒɾ,adjective,Derived from Middle Esti: tor /toɾ/ < Derived from Old Esti: tor /tɔɾ/ < Derived from Classical Esti: tor /tɔɾ/ < Derived from Proto-Astiga: tur /tuɾ/,,,
nuad,village,nuad,noun,Derived from Middle Esti: nōd /nɔːd/ < Derived from Old Esti: nād /nɒːd/ < Derived from Classical Esti: nād /naːd/ < Derived from Proto-Astiga: nād /naːd/,,,
mjoko,new,mjɒkɒ,adjective,Derived from Middle Esti: mloko /mloko/ < Derived from Old Esti: mloko /mlɔkɔ/ < Derived from Classical Esti: mləko /mləkɔ/ < Derived from Proto-Astiga: mĺku /ml̩ku/,,,
peĝe,island,pæɣæ,noun,Derived from Middle Esti: pege /pɛgɛ/ < Derived from Old Esti: pege /pɛgɛ/ < Derived from Classical Esti: paga /pægæ/ < Derived from Proto-Astiga: padʷa /padʷa/,,,
jenuaso,horizon,jænuasɒ,noun,Derived from Middle Esti: jenōsoh /jɛnɔːsoh/ < Derived from Old Esti: jenāsos /jɛnɒːsɔs/ < Derived from Classical Esti: janāsəs /jænaːsəs/ < Derived from Proto-Astiga: janāsis /janaːsis/,,,
