Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
kiuɾe,language,kiuɾe,noun,Derived from Proto-South-Astiga: kiuɾe /kiuɾe/ < Derived from Proto-Astiga: tʲārri /tʲaːri/,,,
siɾnu,tongue,siɾnu,noun,Derived from Proto-South-Astiga: siɾnu /siɾnu/ < Derived from Proto-Astiga: seinru /seinɾu/,,,
ajasaɾ,plains,ajasaɾ,noun,Derived from Proto-South-Astiga: ajasaɾ /ajasaɾ/ < Derived from Proto-Astiga: okautŕ /okautɾ̩/,,,
tiamsie,mountain,tiamsie,noun,Derived from Proto-South-Astiga: tiamsie /tiamsie/ < Derived from Proto-Astiga: kʲōmsī /kʲoːmsiː/,,,
oɾiam,hair,oɾiam,noun,Derived from Proto-South-Astiga: oɾiam /oɾiam/ < Derived from Proto-Astiga: arjēm /aɾjeːm/,,,
euɾas,friend,euɾas,noun,Derived from Proto-South-Astiga: euɾas /euɾas/ < Derived from Proto-Astiga: iuros /iuɾos/,,,
laa,way,laa,noun,Derived from Proto-South-Astiga: laa /laa/ < Derived from Proto-Astiga: loje /loje/,,,
ujiubaɾ,semen,ujiubaɾ,noun,Derived from Proto-South-Astiga: ujiubaɾ /ujiubaɾ/ < Derived from Proto-Astiga: ukāgʷŕ /ukaːgʷɾ̩/,,,
asiutaɾliugom,pedophile,asiutaɾliugom,noun,Derived from Proto-South-Astiga: asiutaɾliugom /asiutaɾliugom/ < Derived from Proto-Astiga: etūkʲĺrādʷam /etuːkʲl̩ɾaːdʷam/,,,
tagom,follower,tagom,noun,Derived from Proto-South-Astiga: tagom /tagom/ < Derived from Proto-Astiga: kʲodʷam /kʲodʷam/,,,
bastun,thing,bastun,noun,Derived from Proto-South-Astiga: bastun /bastun/ < Derived from Proto-Astiga: gʷśkʲun /gʷs̩kʲun/,,,
nysa,card,nysa,noun,Derived from Proto-South-Astiga: nysa /nysa/ < Derived from Proto-Astiga: noito /noito/,Use as a gift or transaction,,
olho,baby,olho,noun,Derived from Proto-South-Astiga: olho /olho/ < Derived from Proto-Astiga: alpa /alpa/,,,
eɾuho,song,eɾuho,noun,Derived from Proto-South-Astiga: eɾuho /eɾuho/ < Derived from Proto-Astiga: irupa /iɾupa/,,,
niaga,savanna,niaga,noun,Derived from Proto-South-Astiga: niaga /niaga/ < Derived from Proto-Astiga: nōdʷe /noːdʷe/,,,
ɾawiak,card,ɾawiak,noun,Derived from Proto-South-Astiga: ɾawiak /ɾawiak/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,"Use for play or games, or general information",,
siuwolo,loan,siuwolo,noun,Derived from Proto-South-Astiga: siuwolo /siuwolo/ < Derived from Proto-Astiga: tāvala /taːʋala/,,,
siaɾmas,payment,siaɾmas,noun,Derived from Proto-South-Astiga: siaɾmas /siaɾmas/ < Derived from Proto-Astiga: sēmros /seːmɾos/,,,
ielaj,day,ielaj,noun,Derived from Proto-South-Astiga: ielaj /ielaj/ < Derived from Proto-Astiga: īlok /iːlok/,,,
umius,night,umius,noun,Derived from Proto-South-Astiga: umius /umius/ < Derived from Proto-Astiga: umūs /umuːs/,,,
ennemu,pedal,ennemu,noun,Derived from Proto-South-Astiga: ennemu /ennemu/ < Derived from Proto-Astiga: innimu /innimu/,,,
wienaɾs,city,wienaɾs,noun,Derived from Proto-South-Astiga: wienaɾs /wienaɾs/ < Derived from Proto-Astiga: vīnŕs /ʋiːnɾ̩s/,,,
ateas,travel,ateas,noun,Derived from Proto-South-Astiga: ateas /ateas/ < Derived from Proto-Astiga: okʲios /okʲios/,,,
ge,I,ge,pronoun,Derived from Proto-South-Astiga: ge /ge/ < Derived from Proto-Astiga: dʷi /dʷi/,,,
mansa,you.s,mansa,pronoun,Derived from Proto-South-Astiga: mansa /mansa/ < Derived from Proto-Astiga: mńte /mn̩te/,,,
iuɾwe,it,iuɾwe,pronoun,Derived from Proto-South-Astiga: iuɾwe /iuɾwe/ < Derived from Proto-Astiga: ārvi /aːɾʋi/,,,
jag,we,jag,pronoun,Derived from Proto-South-Astiga: jag /jag/ < Derived from Proto-Astiga: kodʷ /kodʷ/,,,
saɾia,you.p,saɾia,pronoun,Derived from Proto-South-Astiga: saɾia /saɾia/ < Derived from Proto-Astiga: serō /seɾoː/,,,
enk,they,enk,pronoun,Derived from Proto-South-Astiga: enk /enk/ < Derived from Proto-Astiga: intʲ /intʲ/,,,
ɾiawan,go,ɾiawan,verb,Derived from Proto-South-Astiga: ɾiawan /ɾiawan/ < Derived from Proto-Astiga: rēven /ɾeːʋen/,,,
niaman,speak,niaman,verb,Derived from Proto-South-Astiga: niaman /niaman/ < Derived from Proto-Astiga: nōmen /noːmen/,,,
ojan,do,ojan,verb,Derived from Proto-South-Astiga: ojan /ojan/ < Derived from Proto-Astiga: aken /aken/,,,
siumun,help,siumun,verb,Derived from Proto-South-Astiga: siumun /siumun/ < Derived from Proto-Astiga: tāmun /taːmun/,,,
hossan,see,hossan,verb,Derived from Proto-South-Astiga: hossan /hossan/ < Derived from Proto-Astiga: pasten /pasten/,,,
siuban,like,siuban,verb,Derived from Proto-South-Astiga: siuban /siuban/ < Derived from Proto-Astiga: sūgʷen /suːgʷen/,,,
mon,be,mon,verb,Derived from Proto-South-Astiga: mon /mon/ < Derived from Proto-Astiga: man /man/,,,
sen,NEG,sen,particle,Derived from Proto-South-Astiga: sen /sen/ < Derived from Proto-Astiga: sin /sin/,,,
suman,want,suman,verb,Derived from Proto-South-Astiga: suman /suman/ < Derived from Proto-Astiga: tumen /tumen/,,,
iunogan,lick,iunogan,verb,Derived from Proto-South-Astiga: iunogan /iunogan/ < Derived from Proto-Astiga: jūnadʷen /juːnadʷen/,,,
woban,give,woban,verb,Derived from Proto-South-Astiga: woban /woban/ < Derived from Proto-Astiga: vagʷen /ʋagʷen/,,,
oɾtawan,fill,oɾtawan,verb,Derived from Proto-South-Astiga: oɾtawan /oɾtawan/ < Derived from Proto-Astiga: atroven /atɾoʋen/,,,
taɾliusan,love,taɾliusan,verb,Derived from Proto-South-Astiga: taɾliusan /taɾliusan/ < Derived from Proto-Astiga: kʲĺrāsen /kʲl̩ɾaːsen/,,,
aɾsiam,more,aɾsiam,adjective,Derived from Proto-South-Astiga: aɾsiam /aɾsiam/ < Derived from Proto-Astiga: ŕtēm /ɾ̩teːm/,,,
tahan,follow,tahan,verb,Derived from Proto-South-Astiga: tahan /tahan/ < Derived from Proto-Astiga: kʲopen /kʲopen/,,,
waɾan,have,waɾan,verb,Derived from Proto-South-Astiga: waɾan /waɾan/ < Derived from Proto-Astiga: veren /ʋeɾen/,,,
nundan,buy,nundan,verb,Derived from Proto-South-Astiga: nundan /nundan/ < Derived from Proto-Astiga: nundʷen /nundʷen/,,,
masson,deceive,masson,verb,Derived from Proto-South-Astiga: masson /masson/ < Derived from Proto-Astiga: mśtan /ms̩tan/,,,
oɾialan,kick,oɾialan,verb,Derived from Proto-South-Astiga: oɾialan /oɾialan/ < Derived from Proto-Astiga: arōlen /aɾoːlen/,,,
altan,hate,altan,verb,Derived from Proto-South-Astiga: altan /altan/ < Derived from Proto-Astiga: elkʲen /elkʲen/,,,
baɾbonan,listen,baɾbonan,verb,Derived from Proto-South-Astiga: baɾbonan /baɾbonan/ < Derived from Proto-Astiga: gʷŕgʷanen /gʷɾ̩gʷanen/,,,
siaɾmon,pay,siaɾmon,verb,Derived from Proto-South-Astiga: siaɾmon /siaɾmon/ < Derived from Proto-Astiga: sēmran /seːmɾan/,,,
sesan,choose,sesan,verb,Derived from Proto-South-Astiga: sesan /sesan/ < Derived from Proto-Astiga: taisen /taisen/,,,
uiulaɾan,ride,uiulaɾan,verb,Derived from Proto-South-Astiga: uiulaɾan /uiulaɾan/ < Derived from Proto-Astiga: ujālŕen /ujaːlɾ̩en/,,,
aten,travel,aten,verb,Derived from Proto-South-Astiga: aten /aten/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
aliaman,know,aliaman,verb,Derived from Proto-South-Astiga: aliaman /aliaman/ < Derived from Proto-Astiga: elōmen /eloːmen/,,,
miuɾas,world,miuɾas,noun,Derived from Proto-South-Astiga: miuɾas /miuɾas/ < Derived from Proto-Astiga: mārś /maːɾs̩/,,,
jaɾsube,river,jaɾsube,noun,Derived from Proto-South-Astiga: jaɾsube /jaɾsube/ < Derived from Proto-Astiga: kśrugʷi /ks̩ɾugʷi/,,,
suɾ,beside,suɾ,adjective,Derived from Proto-South-Astiga: suɾ /suɾ/ < Derived from Proto-Astiga: tur /tuɾ/,,,
niud,village,niud,noun,Derived from Proto-South-Astiga: niud /niud/ < Derived from Proto-Astiga: nād /naːd/,,,
malju,new,malju,adjective,Derived from Proto-South-Astiga: malju /malju/ < Derived from Proto-Astiga: mĺku /ml̩ku/,,,
hogo,island,hogo,noun,Derived from Proto-South-Astiga: hogo /hogo/ < Derived from Proto-Astiga: padʷa /padʷa/,,,
oniuses,horizon,oniuses,noun,Derived from Proto-South-Astiga: oniuses /oniuses/ < Derived from Proto-Astiga: janāsis /janaːsis/,,,
anwosaɾ,toilet,anwosaɾ,noun,Derived from Proto-South-Astiga: anwosaɾ /anwosaɾ/ < Derived from Proto-Astiga: ńvaser /n̩ʋaseɾ/,,,
iames,break,iames,noun,Derived from Proto-South-Astiga: iames /iames/ < Derived from Proto-Astiga: ēmis /eːmis/,"a pause, a break",,
soɾka,bottle,soɾka,noun,Derived from Proto-South-Astiga: soɾka /soɾka/ < Derived from Proto-Astiga: takre /takɾe/,,,
sebu,ant,sebu,noun,Derived from Proto-South-Astiga: sebu /sebu/ < Derived from Proto-Astiga: tigʷu /tigʷu/,,,
iukniu,brick,iukniu,noun,Derived from Proto-South-Astiga: iukniu /iukniu/ < Derived from Proto-Astiga: āknā /aːknaː/,,,
wajakaɾ,basket,wajakaɾ,noun,Derived from Proto-South-Astiga: wajakaɾ /wajakaɾ/ < Derived from Proto-Astiga: vokotʲŕ /ʋokotʲɾ̩/,,,
iawiun,eat,iawiun,verb,Derived from Proto-South-Astiga: iawiun /iawiun/ < Derived from Proto-Astiga: ēvān /eːʋaːn/,,,
jaɾdu,place,jaɾdu,noun,Derived from Proto-South-Astiga: jaɾdu /jaɾdu/ < Derived from Proto-Astiga: kŕdʷu /kɾ̩dʷu/,,,
iajaɾdu,restaurant,iajaɾdu,noun,Derived from Proto-South-Astiga: iajaɾdu /iajaɾdu/ < Derived from Proto-Astiga: ēkŕdʷu /eːkɾ̩dʷu/,,,
wansu,front,wansu,noun,Derived from Proto-South-Astiga: wansu /wansu/ < Derived from Proto-Astiga: vńsu /ʋn̩su/,,,
siawiu,city,siawiu,noun,Derived from Proto-South-Astiga: siawiu /siawiu/ < Derived from Proto-Astiga: sēvā /seːʋaː/,,,
miuno,two,miuno,num,Derived from Proto-South-Astiga: miuno /miuno/ < Derived from Proto-Astiga: mūna /muːna/,,,
and,town,and,noun,Derived from Proto-South-Astiga: and /and/ < Derived from Proto-Astiga: endʷ /endʷ/,Settlement generator component,settlement-suggested,
ama,settlement,ama,noun,Derived from Proto-South-Astiga: ama /ama/ < Derived from Proto-Astiga: aumo /aumo/,Settlement generator component,settlement-suggested,
iumne,fort,iumne,noun,Derived from Proto-South-Astiga: iumne /iumne/ < Derived from Proto-Astiga: ūmni /uːmni/,Settlement generator component,settlement-suggested,
miuɾtes,castle,miuɾtes,noun,Derived from Proto-South-Astiga: miuɾtes /miuɾtes/ < Derived from Proto-Astiga: mūtris /muːtɾis/,Settlement generator component,settlement-suggested,
owsiu,port,owsiu,noun,Derived from Proto-South-Astiga: owsiu /owsiu/ < Derived from Proto-Astiga: avsū /aʋsuː/,Settlement generator component,settlement-suggested,
hawa,haven,hawa,noun,Derived from Proto-South-Astiga: hawa /hawa/ < Derived from Proto-Astiga: peve /peʋe/,Settlement generator component,settlement-suggested,
manny,house,manny,noun,Derived from Proto-South-Astiga: manny /manny/ < Derived from Proto-Astiga: mennoi /mennoi/,Settlement generator component,settlement-suggested,
omiuk,home,omiuk,noun,Derived from Proto-South-Astiga: omiuk /omiuk/ < Derived from Proto-Astiga: amātʲ /amaːtʲ/,Settlement generator component,settlement-suggested,
giaɾan,valley,giaɾan,noun,Derived from Proto-South-Astiga: giaɾan /giaɾan/ < Derived from Proto-Astiga: dʷērń /dʷeːɾn̩/,Settlement generator component,settlement-suggested,
alb,hill,alb,noun,Derived from Proto-South-Astiga: alb /alb/ < Derived from Proto-Astiga: elgʷ /elgʷ/,Settlement generator component,settlement-suggested,
laɾ,field,laɾ,noun,Derived from Proto-South-Astiga: laɾ /laɾ/ < Derived from Proto-Astiga: ler /leɾ/,Settlement generator component,settlement-suggested,
tallo,old,tallo,adjective,Derived from Proto-South-Astiga: tallo /tallo/ < Derived from Proto-Astiga: kʲolla /kʲolla/,Settlement generator component,settlement-suggested,
utaɾ,big,utaɾ,adjective,Derived from Proto-South-Astiga: utaɾ /utaɾ/ < Derived from Proto-Astiga: ukʲer /ukʲeɾ/,Settlement generator component,settlement-suggested,
ian,great,ian,adjective,Derived from Proto-South-Astiga: ian /ian/ < Derived from Proto-Astiga: ēn /eːn/,Settlement generator component,settlement-suggested,
maba,small,maba,adjective,Derived from Proto-South-Astiga: maba /maba/ < Derived from Proto-Astiga: mogʷo /mogʷo/,Settlement generator component,settlement-suggested,
aɾma,high,aɾma,adjective,Derived from Proto-South-Astiga: aɾma /aɾma/ < Derived from Proto-Astiga: ŕmo /ɾ̩mo/,Settlement generator component,settlement-suggested,
juwo,stone,juwo,adjective,Derived from Proto-South-Astiga: juwo /juwo/ < Derived from Proto-Astiga: kuvaj /kuʋaj/,Settlement generator component,settlement-suggested,
aɾal,rock,aɾal,adjective,Derived from Proto-South-Astiga: aɾal /aɾal/ < Derived from Proto-Astiga: erel /eɾel/,Settlement generator component,settlement-suggested,
naa,lake,naa,adjective,Derived from Proto-South-Astiga: naa /naa/ < Derived from Proto-Astiga: nejo /nejo/,Settlement generator component,settlement-suggested,
hiulan,forest,hiulan,adjective,Derived from Proto-South-Astiga: hiulan /hiulan/ < Derived from Proto-Astiga: pālon /paːlon/,Settlement generator component,settlement-suggested,
ak,wood,ak,adjective,Derived from Proto-South-Astiga: ak /ak/ < Derived from Proto-Astiga: jotʲ /jotʲ/,Settlement generator component,settlement-suggested,
myɾu,black,myɾu,adjective,Derived from Proto-South-Astiga: myɾu /myɾu/ < Derived from Proto-Astiga: muiru /muiɾu/,Settlement generator component,settlement-suggested,
aɾkule,white,aɾkule,adjective,Derived from Proto-South-Astiga: aɾkule /aɾkule/ < Derived from Proto-Astiga: okruli /okɾuli/,Settlement generator component,settlement-suggested,
masoɾ,red,masoɾ,adjective,Derived from Proto-South-Astiga: masoɾ /masoɾ/ < Derived from Proto-Astiga: mśjar /ms̩jaɾ/,Settlement generator component,settlement-suggested,
mawias,cold,mawias,adjective,Derived from Proto-South-Astiga: mawias /mawias/ < Derived from Proto-Astiga: movēs /moʋeːs/,Settlement generator component,settlement-suggested,
soɾ,hot,soɾ,adjective,Derived from Proto-South-Astiga: soɾ /soɾ/ < Derived from Proto-Astiga: tarr /tar/,Settlement generator component,settlement-suggested,
sanlas,feather,sanlas,noun,Derived from Proto-South-Astiga: sanlas /sanlas/ < Derived from Proto-Astiga: sńlos /sn̩los/,,,
maj,dog,maj,noun,Derived from Proto-South-Astiga: maj /maj/ < Derived from Proto-Astiga: mok /mok/,,,
soɾy,tree,soɾy,noun,Derived from Proto-South-Astiga: soɾy /soɾy/ < Derived from Proto-Astiga: taroi /taɾoi/,,,
sus,all,sus,swadesh,Derived from Proto-South-Astiga: sus /sus/ < Derived from Proto-Astiga: sus /sus/,Swadesh List Vocab,swadesh,
ulia,many,ulia,swadesh,Derived from Proto-South-Astiga: ulia /ulia/ < Derived from Proto-Astiga: ulē /uleː/,Swadesh List Vocab,swadesh,
eto,one,eto,swadesh,Derived from Proto-South-Astiga: eto /eto/ < Derived from Proto-Astiga: ikʲa /ikʲa/,Swadesh List Vocab,swadesh,
gonal,long,gonal,swadesh,Derived from Proto-South-Astiga: gonal /gonal/ < Derived from Proto-Astiga: dʷanĺ /dʷanl̩/,Swadesh List Vocab,swadesh,
oub,fish,oub,swadesh,Derived from Proto-South-Astiga: oub /oub/ < Derived from Proto-Astiga: ajugʷ /ajugʷ/,Swadesh List Vocab,swadesh,
amag,bird,amag,swadesh,Derived from Proto-South-Astiga: amag /amag/ < Derived from Proto-Astiga: omedʷ /omedʷ/,Swadesh List Vocab,swadesh,
asnius,louse,asnius,swadesh,Derived from Proto-South-Astiga: asnius /asnius/ < Derived from Proto-Astiga: śnāt /s̩naːt/,Swadesh List Vocab,swadesh,
ɾata,seed,ɾata,swadesh,Derived from Proto-South-Astiga: ɾata /ɾata/ < Derived from Proto-Astiga: rokʲo /ɾokʲo/,Swadesh List Vocab,swadesh,
saɾiake,leaf,saɾiake,swadesh,Derived from Proto-South-Astiga: saɾiake /saɾiake/ < Derived from Proto-Astiga: terētʲi /teɾeːtʲi/,Swadesh List Vocab,swadesh,
nunt,root,nunt,swadesh,Derived from Proto-South-Astiga: nunt /nunt/ < Derived from Proto-Astiga: nunkʲ /nunkʲ/,Swadesh List Vocab,swadesh,
os,bark,os,swadesh,Derived from Proto-South-Astiga: os /os/ < Derived from Proto-Astiga: jas /jas/,Swadesh List Vocab,swadesh,
wiuɾs,skin,wiuɾs,swadesh,Derived from Proto-South-Astiga: wiuɾs /wiuɾs/ < Derived from Proto-Astiga: vārt /ʋaːɾt/,Swadesh List Vocab,swadesh,
iamiu,flesh,iamiu,swadesh,Derived from Proto-South-Astiga: iamiu /iamiu/ < Derived from Proto-Astiga: ēmā /eːmaː/,Swadesh List Vocab,swadesh,
abnam,blood,abnam,swadesh,Derived from Proto-South-Astiga: abnam /abnam/ < Derived from Proto-Astiga: ogʷnem /ogʷnem/,Swadesh List Vocab,swadesh,
ɾinsianiu,weather,ɾinsianiu,noun,Derived from Proto-South-Astiga: ɾinsianiu /ɾinsianiu/ < Derived from Proto-Astiga: reinsēnū /ɾeinseːnuː/,,,
