Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
dʷeːɾn̩,valley,dʷeːɾn̩,noun,Derived from Proto-Astiga: dʷērń /dʷeːɾn̩/,Settlement generator component,settlement-suggested,
elgʷ,hill,elgʷ,noun,Derived from Proto-Astiga: elgʷ /elgʷ/,Settlement generator component,settlement-suggested,
leɾ,field,leɾ,noun,Derived from Proto-Astiga: ler /leɾ/,Settlement generator component,settlement-suggested,
kʲolla,old,kʲolla,adjective,Derived from Proto-Astiga: kʲolla /kʲolla/,Settlement generator component,settlement-suggested,
ukʲeɾ,big,ukʲeɾ,adjective,Derived from Proto-Astiga: ukʲer /ukʲeɾ/,Settlement generator component,settlement-suggested,
eːn,great,eːn,adjective,Derived from Proto-Astiga: ēn /eːn/,Settlement generator component,settlement-suggested,
mogʷo,small,mogʷo,adjective,Derived from Proto-Astiga: mogʷo /mogʷo/,Settlement generator component,settlement-suggested,
ɾ̩mo,high,ɾ̩mo,adjective,Derived from Proto-Astiga: ŕmo /ɾ̩mo/,Settlement generator component,settlement-suggested,
kuʋaj,stone,kuʋaj,adjective,Derived from Proto-Astiga: kuvaj /kuʋaj/,Settlement generator component,settlement-suggested,
eɾel,rock,eɾel,adjective,Derived from Proto-Astiga: erel /eɾel/,Settlement generator component,settlement-suggested,
nejo,lake,nejo,adjective,Derived from Proto-Astiga: nejo /nejo/,Settlement generator component,settlement-suggested,
paːlon,forest,paːlon,adjective,Derived from Proto-Astiga: pālon /paːlon/,Settlement generator component,settlement-suggested,
jotʲ,wood,jotʲ,adjective,Derived from Proto-Astiga: jotʲ /jotʲ/,Settlement generator component,settlement-suggested,
muiɾu,black,muiɾu,adjective,Derived from Proto-Astiga: muiru /muiɾu/,Settlement generator component,settlement-suggested,
okɾuli,white,okɾuli,adjective,Derived from Proto-Astiga: okruli /okɾuli/,Settlement generator component,settlement-suggested,
ms̩jaɾ,red,ms̩jaɾ,adjective,Derived from Proto-Astiga: mśjar /ms̩jaɾ/,Settlement generator component,settlement-suggested,
moʋeːs,cold,moʋeːs,adjective,Derived from Proto-Astiga: movēs /moʋeːs/,Settlement generator component,settlement-suggested,
tar,hot,tar,adjective,Derived from Proto-Astiga: tarr /tar/,Settlement generator component,settlement-suggested,
sn̩los,feather,sn̩los,noun,Derived from Proto-Astiga: sńlos /sn̩los/,,,
mok,dog,mok,noun,Derived from Proto-Astiga: mok /mok/,,,
taɾoi,tree,taɾoi,noun,Derived from Proto-Astiga: taroi /taɾoi/,,,
sus,all,sus,swadesh,Derived from Proto-Astiga: sus /sus/,Swadesh List Vocab,swadesh,
uleː,many,uleː,swadesh,Derived from Proto-Astiga: ulē /uleː/,Swadesh List Vocab,swadesh,
ikʲa,one,ikʲa,swadesh,Derived from Proto-Astiga: ikʲa /ikʲa/,Swadesh List Vocab,swadesh,
dʷanl̩,long,dʷanl̩,swadesh,Derived from Proto-Astiga: dʷanĺ /dʷanl̩/,Swadesh List Vocab,swadesh,
ajugʷ,fish,ajugʷ,swadesh,Derived from Proto-Astiga: ajugʷ /ajugʷ/,Swadesh List Vocab,swadesh,
omedʷ,bird,omedʷ,swadesh,Derived from Proto-Astiga: omedʷ /omedʷ/,Swadesh List Vocab,swadesh,
s̩naːt,louse,s̩naːt,swadesh,Derived from Proto-Astiga: śnāt /s̩naːt/,Swadesh List Vocab,swadesh,
ɾokʲo,seed,ɾokʲo,swadesh,Derived from Proto-Astiga: rokʲo /ɾokʲo/,Swadesh List Vocab,swadesh,
teɾeːtʲi,leaf,teɾeːtʲi,swadesh,Derived from Proto-Astiga: terētʲi /teɾeːtʲi/,Swadesh List Vocab,swadesh,
nunkʲ,root,nunkʲ,swadesh,Derived from Proto-Astiga: nunkʲ /nunkʲ/,Swadesh List Vocab,swadesh,
jas,bark,jas,swadesh,Derived from Proto-Astiga: jas /jas/,Swadesh List Vocab,swadesh,
ʋaːɾt,skin,ʋaːɾt,swadesh,Derived from Proto-Astiga: vārt /ʋaːɾt/,Swadesh List Vocab,swadesh,
eːmaː,flesh,eːmaː,swadesh,Derived from Proto-Astiga: ēmā /eːmaː/,Swadesh List Vocab,swadesh,
ogʷnem,blood,ogʷnem,swadesh,Derived from Proto-Astiga: ogʷnem /ogʷnem/,Swadesh List Vocab,swadesh,
ɾeinseːnuː,weather,ɾeinseːnuː,noun,Derived from Proto-Astiga: reinsēnū /ɾeinseːnuː/,,,
