Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
pikone,chin,pɪkonɛ,noun,Derived from Old Esti: pikone /pɪkɔnɛ/ < Derived from Classical Esti: pikəna /pɪkənæ/ < Derived from Proto-Astiga: pekina /pekina/,,,
axãum,lip,axʌum,noun,Derived from Old Esti: akhəum /akʰəum/ < Derived from Classical Esti: âksūm /ɑksuːm/ < Derived from Proto-Astiga: oksūm /oksuːm/,,,
pōseh,penis,pɔːsɛh,noun,Derived from Old Esti: pāset /pɒːsɛt/ < Derived from Classical Esti: pāsat /paːsæt/ < Derived from Proto-Astiga: pāsat /paːsat/,,,
ilomãu,vagina,ɪlomʌu,noun,Derived from Old Esti: iloməu /ɪlɔməu/ < Derived from Classical Esti: ilomū /ɪlɔmuː/ < Derived from Proto-Astiga: elumū /elumuː/,,,
opeh,butt,opɛh,noun,Derived from Old Esti: opes /ɔpɛs/ < Derived from Classical Esti: əpas /əpæs/ < Derived from Proto-Astiga: ipas /ipas/,,,
ītemiuri,game,iːtɛmɪwɾɪ,noun,Derived from Old Esti: ītemiwri /iːtɛmɪwɾɪ/ < Derived from Classical Esti: ētamivrə /eːtæmɪwɾə/ < Derived from Proto-Astiga: ētamevŕ /eːtameʋɾ̩/,,,
mnoga,wind,mɾ̃oga,noun,Derived from Old Esti: mnoga /mnɔga/ < Derived from Classical Esti: mnəgâ /mnəgɑ/ < Derived from Proto-Astiga: vńdʷo /ʋn̩dʷo/,,,
fokīr,sight,ɸokiːɾ,noun,Derived from Old Esti: phokīr /pʰɔkiːɾ/ < Derived from Classical Esti: psəkēr /psəkeːɾ/ < Derived from Proto-Astiga: pśkēr /ps̩keːɾ/,,,
netouh,water,nɛtouh,noun,Derived from Old Esti: netōs /nɛtoːs/ < Derived from Classical Esti: natōs /nætoːs/ < Derived from Proto-Astiga: natōs /natoːs/,,,
krouah,fire,kɾowah,noun,Derived from Old Esti: krowas /kɾɔwas/ < Derived from Classical Esti: krəvâs /kɾəwɑs/ < Derived from Proto-Astiga: kŕvos /kɾ̩ʋos/,,,
mičrē,earth,mɪt͡ʃɾeː,noun,Derived from Old Esti: mićreō /mɪt͡ɕɾeoː/ < Derived from Classical Esti: micrjō /mɪcɾjoː/ < Derived from Proto-Astiga: mekʲrau /mekʲɾau/,,,
etrōuãiski,school,ɛtɾɔːwʌiskɪ,noun,Derived from Old Esti: etrāwiigsi /ɛtɾɒːwɪigsɪ/ < Derived from Classical Esti: atrāvīgsə /ætɾaːwiːgsə/ < Derived from Proto-Astiga: atrāvīdʷś /atɾaːʋiːdʷs̩/,,,
ēuīnãuh,student,eːɰiːnʌuh,noun,Derived from Old Esti: eōwīnəus /eoːwiːnəus/ < Derived from Classical Esti: jōvēnūs /joːweːnuːs/ < Derived from Proto-Astiga: auveinūs /auʋeinuːs/,,,
čōθi,language,t͡ʃɔːθɪ,noun,Derived from Old Esti: ćāthi /t͡ɕɒːtʰɪ/ < Derived from Classical Esti: cāttə /caːtːə/ < Derived from Proto-Astiga: tʲārri /tʲaːri/,,,
sīnro,tongue,siːnɾo,noun,Derived from Old Esti: sīnro /siːnɾɔ/ < Derived from Classical Esti: sēnro /seːnɾɔ/ < Derived from Proto-Astiga: seinru /seinɾu/,,,
akētri,plains,akeːtɾɪ,noun,Derived from Old Esti: akeōtri /akeoːtɾɪ/ < Derived from Classical Esti: âkjōtrə /ɑkjoːtɾə/ < Derived from Proto-Astiga: okautŕ /okautɾ̩/,,,
čoumsãi,mountain,t͡ʃoumsʌi,noun,Derived from Old Esti: ćōmsii /t͡ɕoːmsɪi/ < Derived from Classical Esti: cōmsī /coːmsiː/ < Derived from Proto-Astiga: kʲōmsī /kʲoːmsiː/,,,
erjīm,hair,ɛɾjiːm,noun,Derived from Old Esti: erjīm /ɛɾjiːm/ < Derived from Classical Esti: arjēm /æɾjeːm/ < Derived from Proto-Astiga: arjēm /aɾjeːm/,,,
ōrah,friend,ɔːɾah,noun,Derived from Old Esti: āras /ɒːɾas/ < Derived from Classical Esti: ārâs /aːɾɑs/ < Derived from Proto-Astiga: iuros /iuɾos/,,,
laji,way,lajɪ,noun,Derived from Old Esti: laji /lajɪ/ < Derived from Classical Esti: lâji /lɑjɪ/ < Derived from Proto-Astiga: loje /loje/,,,
okōbri,semen,okɔːbɾɪ,noun,Derived from Old Esti: okābri /ɔkɒːbɾɪ/ < Derived from Classical Esti: okābrə /ɔkaːbɾə/ < Derived from Proto-Astiga: ukāgʷŕ /ukaːgʷɾ̩/,,,
itãučlorōgem,pedophile,ɪtʌut͡ʃloɾɔːgɛm,noun,Derived from Old Esti: itəućlorāgem /ɪtəut͡ɕlɔɾɒːgɛm/ < Derived from Classical Esti: itūclərāgam /ɪtuːcləɾaːgæm/ < Derived from Proto-Astiga: etūkʲĺrādʷam /etuːkʲl̩ɾaːdʷam/,,,
čagem,follower,t͡ʃagɛm,noun,Derived from Old Esti: ćagem /t͡ɕagɛm/ < Derived from Classical Esti: câgam /cɑgæm/ < Derived from Proto-Astiga: kʲodʷam /kʲodʷam/,,,
vočon,thing,βot͡ʃon,noun,Derived from Old Esti: bhoćon /bʰɔt͡ɕɔn/ < Derived from Classical Esti: bsəcon /bsəcɔn/ < Derived from Proto-Astiga: gʷśkʲun /gʷs̩kʲun/,,,
rēuouč,card,ɾeːɰout͡ʃ,noun,Derived from Old Esti: reōwōć /ɾeoːwoːt͡ɕ/ < Derived from Classical Esti: rjōvōc /ɾjoːwoːc/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,Use as a gift or transaction,,
elpe,baby,ɛlpɛ,noun,Derived from Old Esti: elpe /ɛlpɛ/ < Derived from Classical Esti: alpa /ælpæ/ < Derived from Proto-Astiga: alpa /alpa/,,,
orope,song,oɾopɛ,noun,Derived from Old Esti: orope /ɔɾɔpɛ/ < Derived from Classical Esti: əropa /əɾɔpæ/ < Derived from Proto-Astiga: irupa /iɾupa/,,,
nougi,savanna,nougɪ,noun,Derived from Old Esti: nōgi /noːgɪ/ < Derived from Classical Esti: nōgi /noːgɪ/ < Derived from Proto-Astiga: nōdʷe /noːdʷe/,,,
rēuouč,card,ɾeːɰout͡ʃ,noun,Derived from Old Esti: reōwōć /ɾeoːwoːt͡ɕ/ < Derived from Proto-Astiga: rauvōtʲ /ɾauʋoːtʲ/,"Use for play or games, or general information",,
tōuele,loan,tɔːwɛlɛ,noun,Derived from Old Esti: tāwele /tɒːwɛlɛ/ < Derived from Classical Esti: tāvala /taːwælæ/ < Derived from Proto-Astiga: tāvala /taːʋala/,,,
sīmrah,payment,siːmɾah,noun,Derived from Old Esti: sīmras /siːmɾas/ < Derived from Classical Esti: sēmrâs /seːmɾɑs/ < Derived from Proto-Astiga: sēmros /seːmɾos/,,,
ãilah,day,ʌilah,noun,Derived from Old Esti: iilak /ɪilak/ < Derived from Classical Esti: īlâk /iːlɑk/ < Derived from Proto-Astiga: īlok /iːlok/,,,
omãuh,night,omʌuh,noun,Derived from Old Esti: oməus /ɔməus/ < Derived from Classical Esti: omūs /ɔmuːs/ < Derived from Proto-Astiga: umūs /umuːs/,,,
odnomo,pedal,od̚nomo,noun,Derived from Old Esti: odnomo /ɔd̚nɔmɔ/ < Derived from Classical Esti: ənnəmo /ənnəmɔ/ < Derived from Proto-Astiga: innimu /innimu/,,,
vãinroh,city,βʌinɾoh,noun,Derived from Old Esti: wiinros /wɪinɾɔs/ < Derived from Classical Esti: vīnrəs /wiːnɾəs/ < Derived from Proto-Astiga: vīnŕs /ʋiːnɾ̩s/,,,
ačon,travel,at͡ʃon,noun,Derived from Old Esti: aćon /at͡ɕɔn/ < Derived from Classical Esti: âcən /ɑcən/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
gi,I,gɪ,pronoun,Derived from Old Esti: gi /gɪ/ < Derived from Classical Esti: gə /gə/ < Derived from Proto-Astiga: dʷi /dʷi/,,,
mnoti,you.s,mɾ̃otɪ,pronoun,Derived from Old Esti: mnoti /mnɔtɪ/ < Derived from Classical Esti: mnəti /mnətɪ/ < Derived from Proto-Astiga: mńte /mn̩te/,,,
ōrui,it,ɔːɾwɪ,pronoun,Derived from Old Esti: ārwi /ɒːɾwɪ/ < Derived from Classical Esti: ārvə /aːɾwə/ < Derived from Proto-Astiga: ārvi /aːɾʋi/,,,
kag,we,kag,pronoun,Derived from Old Esti: kag /kag/ < Derived from Classical Esti: kâg /kɑg/ < Derived from Proto-Astiga: kodʷ /kodʷ/,,,
sirou,you.p,sɪɾou,pronoun,Derived from Old Esti: sirō /sɪɾoː/ < Derived from Classical Esti: sirō /sɪɾoː/ < Derived from Proto-Astiga: serō /seɾoː/,,,
onč,they,ont͡ʃ,pronoun,Derived from Old Esti: onć /ɔnt͡ɕ/ < Derived from Classical Esti: ənc /ənc/ < Derived from Proto-Astiga: intʲ /intʲ/,,,
rīuin,go,ɾiːɰɪn,verb,Derived from Old Esti: rīwin /ɾiːwɪn/ < Derived from Classical Esti: rēvin /ɾeːwɪn/ < Derived from Proto-Astiga: rēven /ɾeːʋen/,,,
noumin,speak,noumɪn,verb,Derived from Old Esti: nōmin /noːmɪn/ < Derived from Classical Esti: nōmin /noːmɪn/ < Derived from Proto-Astiga: nōmen /noːmen/,,,
ekin,do,ɛkɪn,verb,Derived from Old Esti: ekin /ɛkɪn/ < Derived from Classical Esti: akin /ækɪn/ < Derived from Proto-Astiga: aken /aken/,,,
tōmon,help,tɔːmon,verb,Derived from Old Esti: tāmon /tɒːmɔn/ < Derived from Classical Esti: tāmon /taːmɔn/ < Derived from Proto-Astiga: tāmun /taːmun/,,,
pestin,see,pɛstɪn,verb,Derived from Old Esti: pestin /pɛstɪn/ < Derived from Classical Esti: pastin /pæstɪn/ < Derived from Proto-Astiga: pasten /pasten/,,,
sãubin,like,sʌubɪn,verb,Derived from Old Esti: səubin /səubɪn/ < Derived from Classical Esti: sūbin /suːbɪn/ < Derived from Proto-Astiga: sūgʷen /suːgʷen/,,,
men,be,mɛn,verb,Derived from Old Esti: men /mɛn/ < Derived from Classical Esti: man /mæn/ < Derived from Proto-Astiga: man /man/,,,
son,NEG,son,particle,Derived from Old Esti: son /sɔn/ < Derived from Classical Esti: sən /sən/ < Derived from Proto-Astiga: sin /sin/,,,
tomin,want,tomɪn,verb,Derived from Old Esti: tomin /tɔmɪn/ < Derived from Classical Esti: tomin /tɔmɪn/ < Derived from Proto-Astiga: tumen /tumen/,,,
jãunegin,lick,jʌunɛgɪn,verb,Derived from Old Esti: jəunegin /jəunɛgɪn/ < Derived from Classical Esti: jūnagin /juːnægɪn/ < Derived from Proto-Astiga: jūnadʷen /juːnadʷen/,,,
vebin,give,βɛbɪn,verb,Derived from Old Esti: webin /wɛbɪn/ < Derived from Classical Esti: vabin /wæbɪn/ < Derived from Proto-Astiga: vagʷen /ʋagʷen/,,,
etrauin,fill,ɛtɾawɪn,verb,Derived from Old Esti: etrawin /ɛtɾawɪn/ < Derived from Classical Esti: atrâvin /ætɾɑwɪn/ < Derived from Proto-Astiga: atroven /atɾoʋen/,,,
člorōsin,love,t͡ʃloɾɔːsɪn,verb,Derived from Old Esti: ćlorāsin /t͡ɕlɔɾɒːsɪn/ < Derived from Classical Esti: clərāsin /cləɾaːsɪn/ < Derived from Proto-Astiga: kʲĺrāsen /kʲl̩ɾaːsen/,,,
rotīm,more,ɾotiːm,adjective,Derived from Old Esti: rotīm /ɾɔtiːm/ < Derived from Classical Esti: rətēm /ɾəteːm/ < Derived from Proto-Astiga: ŕtēm /ɾ̩teːm/,,,
čapin,follow,t͡ʃapɪn,verb,Derived from Old Esti: ćapin /t͡ɕapɪn/ < Derived from Classical Esti: câpin /cɑpɪn/ < Derived from Proto-Astiga: kʲopen /kʲopen/,,,
virin,have,βɪɾɪn,verb,Derived from Old Esti: wirin /wɪɾɪn/ < Derived from Classical Esti: virin /wɪɾɪn/ < Derived from Proto-Astiga: veren /ʋeɾen/,,,
nomin,buy,nomɪn,verb,Derived from Old Esti: nongin /nɔŋɪn/ < Derived from Classical Esti: nongin /nɔngɪn/ < Derived from Proto-Astiga: nundʷen /nundʷen/,,,
msoten,deceive,msotɛn,verb,Derived from Old Esti: msoten /msɔtɛn/ < Derived from Classical Esti: msətan /msətæn/ < Derived from Proto-Astiga: mśtan /ms̩tan/,,,
eroulin,kick,ɛɾoulɪn,verb,Derived from Old Esti: erōlin /ɛɾoːlɪn/ < Derived from Classical Esti: arōlin /æɾoːlɪn/ < Derived from Proto-Astiga: arōlen /aɾoːlen/,,,
ilčin,hate,ɪlt͡ʃɪn,verb,Derived from Old Esti: ilćin /ɪlt͡ɕɪn/ < Derived from Classical Esti: ilcin /ɪlcɪn/ < Derived from Proto-Astiga: elkʲen /elkʲen/,,,
brobenin,listen,bɾobɛnɪn,verb,Derived from Old Esti: brobenin /bɾɔbɛnɪn/ < Derived from Classical Esti: brəbanin /bɾəbænɪn/ < Derived from Proto-Astiga: gʷŕgʷanen /gʷɾ̩gʷanen/,,,
sīmren,pay,siːmɾɛn,verb,Derived from Old Esti: sīmren /siːmɾɛn/ < Derived from Classical Esti: sēmran /seːmɾæn/ < Derived from Proto-Astiga: sēmran /seːmɾan/,,,
tōsin,choose,tɔːsɪn,verb,Derived from Old Esti: tāsin /tɒːsɪn/ < Derived from Classical Esti: tāsin /taːsɪn/ < Derived from Proto-Astiga: taisen /taisen/,,,
ojōlroin,ride,ojɔːlɾoɪn,verb,Derived from Old Esti: ojālroin /ɔjɒːlɾɔɪn/ < Derived from Classical Esti: ojālrəin /ɔjaːlɾəɪn/ < Derived from Proto-Astiga: ujālŕen /ujaːlɾ̩en/,,,
iloumin,know,ɪloumɪn,verb,Derived from Old Esti: ilōmin /ɪloːmɪn/ < Derived from Classical Esti: ilōmin /ɪloːmɪn/ < Derived from Proto-Astiga: elōmen /eloːmen/,,,
mōrsi,world,mɔːɾsɪ,noun,Derived from Old Esti: mārsi /mɒːɾsɪ/ < Derived from Classical Esti: mārsə /maːɾsə/ < Derived from Proto-Astiga: mārś /maːɾs̩/,,,
xorobi,river,xoɾobɪ,noun,Derived from Old Esti: khorobi /kʰɔɾɔbɪ/ < Derived from Classical Esti: ksərobə /ksəɾɔbə/ < Derived from Proto-Astiga: kśrugʷi /ks̩ɾugʷi/,,,
tor,beside,toɾ,adjective,Derived from Old Esti: tor /tɔɾ/ < Derived from Classical Esti: tor /tɔɾ/ < Derived from Proto-Astiga: tur /tuɾ/,,,
nōd,village,nɔːd,noun,Derived from Old Esti: nād /nɒːd/ < Derived from Classical Esti: nād /naːd/ < Derived from Proto-Astiga: nād /naːd/,,,
mloko,new,mloko,adjective,Derived from Old Esti: mloko /mlɔkɔ/ < Derived from Classical Esti: mləko /mləkɔ/ < Derived from Proto-Astiga: mĺku /ml̩ku/,,,
pege,island,pɛgɛ,noun,Derived from Old Esti: pege /pɛgɛ/ < Derived from Classical Esti: paga /pægæ/ < Derived from Proto-Astiga: padʷa /padʷa/,,,
jenōsoh,horizon,jɛnɔːsoh,noun,Derived from Old Esti: jenāsos /jɛnɒːsɔs/ < Derived from Classical Esti: janāsəs /jænaːsəs/ < Derived from Proto-Astiga: janāsis /janaːsis/,,,
